"result","id","comment","label"
"toxic",5031,"polos bet lewat situ",1
"toxic",5032,"roam beban",1
"toxic",5033,"tank kuproy buka map",1
"toxic",5034,"roam ganti",1
"toxic",5035,"padahal terizla bagian buka map",1
"toxic",5036,"neo poke",1
"toxic",5037,"ayo, ts masih punya chance utk menang ini",1
"toxic",5038,"lord malah ,ngebuff",1
"toxic",5039,"Kasian MATT MAXX GENDONG TIM ECEK""",1
"toxic",5040,"kupra gk perna ulti wkwkw",1
"toxic",5041,"HAHAHAH KOCAK",1
"toxic",5042,"3 beban",1
"toxic",5043,"semoga berjaya kepada team Selangor red Giant 🔥🔥✨",1
"toxic",5044,"kupra sekali ulti malah nepok angin",1
"toxic",5045,"lawak",1
"toxic",5046,"aduhhh tenka",1
"toxic",5047,"max mat kena dark system",1
"toxic",5048,"🥰🥰🥰🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",1
"toxic",5049,"😂😂😂",1
"toxic",5050,"nhi",1
"toxic",5051,"nisha",1
"toxic",5052,"Jay hind",1
"toxic",5053,"chand ke par chlo",1
"toxic",5054,":yougotthis::yougotthis::yougotthis::yougotthis::yougotthis::yougotthis:",1
"toxic",5055,"nahi baat karna hai to bolo",1
"toxic",5056,":body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms:",1
"toxic",5057,":face-blue-wide-eyes::face-blue-wide-eyes:",1
"toxic",5058,"hi Nisha mam",1
"toxic",5059,"what are you doing",1
"toxic",5060,":face-orange-biting-nails::face-orange-biting-nails:",1
"toxic",5061,"😏😏😏",1
"toxic",5062,"अन्धविश्वास हारा ,विज्ञान जीता",1
"toxic",5063,"jay Shri Ram 🚩⚔️🚩⚔️🚩⚔️🚩⚔️🚩🚩🚩🚩⚔️",1
"toxic",5064,"nisha meri hai",1
"toxic",5065,"hi",1
"toxic",5066,"ok bro",1
"toxic",5067,"jay Shri Ram 🚩⚔️🚩⚔️🚩⚔️🚩⚔️🚩⚔️",1
"toxic",5068,"nisha sabka hai",1
"toxic",5069,"kaha gayi nisha",1
"toxic",5070,"सारदा कुंवारी कन्या हो क्या",1
"toxic",5071,"kyo Bhai pakita se ho kya 😂😂",1
"toxic",5072,"nisha se saadi kon karega",1
"toxic",5073,"app hi karlo mai sirf sed karunga",1
"toxic",5074,"ok bye all",1
"toxic",5075,"take care",1
"toxic",5076,"news dekhne aaya hai ya saadi karwane",1
"toxic",5077,"tcc",1
"toxic",5078,"nice😼☺️",1
"toxic",5079,"hii sushma ji",1
"toxic",5080,"kaise hai",1
"toxic",5081,"hi",1
"toxic",5082,"nahi karega koi sadi nisha se",1
"toxic",5083,".🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🦹🦹🦹🇮🇳❤️❤️❤️",1
"toxic",5084,"meri hai madhuri",1
"toxic",5085,"kmkkkkkkkkmmkkkkKmmm🏤🏤🧱🏤🏤",1
"toxic",5086,"jay hind🌹🌹🌹🌹🌹👌👌👌👌👌",1
"toxic",5087,"jay hind🌹🌹🌹🌹🌹👌👌👌👌👌",1
"toxic",5088,":washhands:",1
"toxic",5089,"hello queen",1
"toxic",5090,"जय श्री राम",1
"toxic",5091,"🚩🚩🚩🚩 Jay shree Ram 🔥🔥🔥🔥🔥",1
"toxic",5092,"kha se ho",1
"toxic",5093,"I love ❤❤❤❤❤❤🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳India🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳",1
"toxic",5094,"jay shree ram",1
"toxic",5095,"pp p",1
"toxic",5096,"hello",1
"toxic",5097,"🇳🇪🇳🇪",1
"toxic",5098,"lật kèo hay quá heavy",1
"toxic",5099,"hay",1
"toxic",5100,"hev mãi định",1
"toxic",5101,"teri late mà đc bắn nó khác nào con yorn",1
"toxic",5102,"gà kkk",1
"toxic",5103,"yehhh:yougotthis::yougotthis::yougotthis::yougotthis:",1
"toxic",5104,"lại mất mega:))",1
"toxic",5105,"kk",1
"toxic",5106,"HQ cayy",1
"toxic",5107,"hay",1
"toxic",5108,"lật 3-2",1
"toxic",5109,"ghê",1
"toxic",5110,"triết + boka = còng lưng",1
"toxic",5111,"đánh đau thế ;)",1
"toxic",5112,"Hài",1
"toxic",5113,"hay hay",1
"toxic",5114,"ơ muốn coi Fl đánh :))",1
"toxic",5115,"HQ gà quá",1
"toxic",5116,"lọc fan",1
"toxic",5117,"ăn hên",1
"toxic",5118,"ô kinh ghê",1
"toxic",5119,"tội Triết",1
"toxic",5120,"3 đường vẫn thua :))))",1
"toxic",5121,"cho chừa, nãy vô đánh thì vô hết, bày đặt 2 thằng bắn trụ",1
"toxic",5122,"chủ quan nè con",1
"toxic",5123,"2-1 làm như thắng v mấy cha",1
"toxic",5124,"ao nhay",1
"toxic",5125,"hayyy",1
"toxic",5126,"lật lèo !!!!!",1
"toxic",5127,"!???",1
"toxic",5128,"teeri hottttttttt quaaaaaaaaaaaaa",1
"not toxic",5129,"Triết gánh ghê vc",0
"toxic",5130,"vl",1
"toxic",5131,"2-1",1
"toxic",5132,"máy khâu",1
"toxic",5133,"hay",1
"toxic",5134,"3-1 nha hq ơi",1
"toxic",5135,"quad killll",1
"toxic",5136,"Hay",1
"toxic",5137,"triết lại mất mega",1
"toxic",5138,"aliyah = toi",1
"toxic",5139,"out",1
"toxic",5140,"3_1 cho HQ",1
"toxic",5141,"xuyên tâm lệnh?",1
"toxic",5142,"hq đánh chưa đủ kĩ năng, đánh vội",1
"toxic",5143,"Taiyo dô đi",1
"toxic",5144,"pic con sp phế",1
"toxic",5145,"hayyyy quá hevvvv",1
"toxic",5146,"Acàlonbontê",1
"toxic",5147,"Hayyyyyyyyy",1
"toxic",5148,"Sanjay भाई का ct खराब h chalu kerna h उनको",1
"toxic",5149,"kesi ho ruchhi",1
"toxic",5150,"Hello",1
"toxic",5151,"Jai Hind",1
"toxic",5152,"patna",1
"toxic",5153,"anker do not be over enthusiastic",1
"toxic",5154,"🙏🙏🙏🙏",1
"toxic",5155,"🇳🇪🇳🇪🇳🇪🌹🌹",1
"toxic",5156,"🇮🇳💪👍♥️❤️⚔️",1
"toxic",5157,"रानी kr dogi kya",1
"toxic",5158,"Rahul bro Patna se hun",1
"toxic",5159,"hii Ruchi yadav mai Tarun yadav",1
"toxic",5160,"jay hind 🇮🇳🇮🇳",1
"toxic",5161,"जय हिन्द जय भारत वंदेमातरम",1
"toxic",5162,"🙏🙏🙏🙏🙏🙏🙏🙏🙏",1
"toxic",5163,"hi",1
"toxic",5164,"hello",1
"toxic",5165,"Rani Kumari kya padhaai kar rahi ho ya nahin",1
"toxic",5166,"ladkiyo ke aage jyada mt feka kr ki me JE hu aata kuchh nhi h",1
"toxic",5167,"Jai Bhole",1
"toxic",5168,"ok tarun ji",1
"toxic",5169,"Anju hii",1
"toxic",5170,"ye live hai",1
"toxic",5171,"hii",1
"toxic",5172,"rani konsi class ma ho",1
"toxic",5173,"ladkiyo ko impress krne k liye bol rha h me job krta hu mpb me",1
"toxic",5174,":virtualhug::virtualhug::virtualhug::virtualhug:",1
"toxic",5175,"hmm",1
"toxic",5176,"hii Riya",1
"toxic",5177,"madam ji abhi ap kya krti hai",1
"toxic",5178,"Rani jee mai bhee patna se hi hu",1
"toxic",5179,"Rahul bro theek hun",1
"toxic",5180,"😊😊😊😊🙏🙏",1
"toxic",5181,"great news",1
"toxic",5182,":washhands::washhands::washhands:",1
"toxic",5183,"s",1
"toxic",5184,"aata h to bta na",1
"toxic",5185,"har har mhadev",1
"toxic",5186,"🔥🔥🔥🔥🔥aag lagi hai bujau kase bulau kase 🤣🤣🤣🤣🤣🔥🔥🔥🔥🔥",1
"toxic",5187,"इन नेताओ और गधो मे कोई फर्क नहीं है",1
"toxic",5188,"🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮♥️♥️♥️♥️✝️👌👌",1
"toxic",5189,"🔥🔥🔥🔥🔥aag lagi hai bujau kase bulau kase 🤣🤣🤣🤣🤣🔥🔥🔥🔥🔥",1
"toxic",5190,"hi",1
"toxic",5191,"anju hiiii",1
"toxic",5192,"Rani ji kesi hen aap",1
"toxic",5193,"hii",1
"toxic",5194,"hmm",1
"toxic",5195,"Rani Kumari chalo Chand Ke Paar Chalo",1
"toxic",5196,"🎉🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🎉🇮🇳🇮🇳🇮🇳🇮🇳",1
"toxic",5197,"🌹🌹🌹🌹",1
"toxic",5198,"heat exhaustion make jeollados decease",1
"toxic",5199,"ddddddddddddddddddddddddddddddddd",1
"toxic",5200,"오늘은 그래도 덜 더워요",1
"toxic",5201,"맞아요습도가없어서",1
"toxic",5202,"움직였다",1
"toxic",5203,"일본가라 11호태풍아",1
"toxic",5204,"에 요 ~",1
"toxic",5205,"국민건강과 안전을 최우선??? 하도 갖잖아서 말이 안나오네. 믿어달라꼬? 믿겠끔 했어야 믿어주지?",1
"toxic",5206,"국민건강과 안전을 최우선??? 하도 갖잖아서 말이 안나오네. 믿어달라꼬? 믿겠끔 했어야 믿어주지?",1
"toxic",5207,"궁민 보다, 일본이, 국가 보다, 미국이 우선이 정권 입니다. 믿어주세요. ㅋㅋㅋ",1
"toxic",5208,"네이바검색: 태전픽, 월요일1300만원당첨 팍팍한세상 소통공유합시다.",1
"toxic",5209,"""오염수 방류? 대통령님 생각 바꾸세요!"" 지구를 사랑한 어린이가 尹에 보낸 편지 - 신장식 [신장식의 뉴스 하이킥], MBC 230823 방송, <ㅡ여기가서 어린아이 편지좀 들어봐라, 대통령하고 국민의힘당",1
"toxic",5210,"""오염수 방류? 대통령님 생각 바꾸세요!"" 지구를 사랑한 어린이가 尹에 보낸 편지 - 신장식 [신장식의 뉴스 하이킥], MBC 230823 방송, <ㅡ여기가서 어린아이 편지좀 들어봐라, 대통령하고 국민의힘당",1
"toxic",5211,"국민의힘",1
"toxic",5212,"처서 가 지났으면 ~더위는 곧 물러간다는 뜻입니다",1
"toxic",5213,"일본이 희석후 방류하는건데 윤통에게 편지는 왜보냄?",1
"toxic",5214,"자우림이개딸이겨",1
"toxic",5215,"중국이 지난 20년동안 한반도 서해 마주보고 주루룩 배치된 핵발전소에서 후쿠시마 방류수 몇배가되는 핵처리수 삼중수소 기준 맞췄다고해서 배출해왔는데, 왜 일본것가지곤 난리지? 난 아무 상관 없다고 생각해. 저게 상관이 있으면 한국만 문제가 아니라 전세계 바라에 흘러드는건데 미국, 유럽은 가만있겠어? 광우뻥2 해보려는 전라도 민주당 참 가증스럽다.",1
"toxic",5216,"중국이 지난 20년동안 한반도 서해 마주보고 주루룩 배치된 핵발전소에서 후쿠시마 방류수 몇배가되는 핵처리수 삼중수소 기준 맞췄다고해서 배출해왔는데, 왜 일본것가지곤 난리지? 난 아무 상관 없다고 생각해. 저게 상관이 있으면 한국만 문제가 아니라 전세계 바라에 흘러드는건데 미국, 유럽은 가만있겠어? 광우뻥2 해보려는 전라도 민주당 참 가증스럽다.",1
"toxic",5217,"중국이 지난 20년동안 한반도 서해 마주보고 주루룩 배치된 핵발전소에서 후쿠시마 방류수 몇배가되는 핵처리수 삼중수소 기준 맞췄다고해서 배출해왔는데, 왜 일본것가지곤 난리지? 난 아무 상관 없다고 생각해. 저게 상관이 있으면 한국만 문제가 아니라 전세계 바라에 흘러드는건데 미국, 유럽은 가만있겠어? 광우뻥2 해보려는 전라도 민주당 참 가증스럽다.",1
"toxic",5218,"비싸면 안먹으면돼",1
"toxic",5219,"Lㅔ이바검색: 태전픽, 월요일1300만원당첨 팍팍한세상 소통공유합시다.",1
"toxic",5220,"문정권 지난 5년은 흉측하기가 인간이 아니였다.어찌 임기 몇달 않남은 현직대통령까지 거짓 주장으로 파면하냐 그죄 지금 너들이 차차 다 받을것이다",1
"toxic",5221,"억 아까 그애 귀춉다",1
"toxic",5222,"응",1
"toxic",5223,"2시간 버티면 불금:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:",1
"toxic",5224,"방사능 태풍 아닌가 ㄷㄷ",1
"toxic",5305,"pompuan xyah tgk la...lemah main ml",1
"toxic",5306,"HAHAHA BOX",1
"toxic",5225,"Lㅔ이바검색: 태전픽, 월요일1300만원당첨 팍팍한세상 소통공유합시다.",1
"toxic",5226,"Lㅔ이바검색: 태전픽, 월요일1300만원당첨 팍팍한세상 소통공유합시다.",1
"toxic",5227,"언니 표정이 화난 표정이야ㅋㅋ",1
"toxic",5228,"Lㅔ이바검색: 태전픽, 월요일1300만원당첨",1
"toxic",5229,"뉴스 보니 생맥주 땡긴다 마시러간다",1
"toxic",5230,"맛있는사과랑 복숭아를 못먹넹..",1
"toxic",5231,"임신해서 먹고싶어도 후덜덜하더라고요...",1
"toxic",5232,"구라청",1
"toxic",5233,"야 날씨시원하다 빨리후쿠시마산 회먹어야되겠다 빨리먹어서 없에야합니다 우파동지며러분.",1
"toxic",5234,"수산물? 일본은 걱정 안합니다 !!중국, 홍콩 물량까지 한국이 다 수입할거라 믿기 때문이죠!!! 왜냐 윤석렬이잖아요... 자랑스런...",1
"toxic",5235,"방사능 오염으로 애를 못낳게 인구절벽 한국을 멸할계획이었군!! 대단한데 일본~~",1
"toxic",5236,"제 2의 동일본 대지진,태풍, 쓰나미로 핵 오염수를 일본 열도에 다 덮기를 기원합니다. 아멘!!",1
"toxic",5237,"여름내내 폭염 ᆢ태풍 ᆢ비 아무일도 못하게 만드는 요인 ᆢ",1
"toxic",5238,"بكون بشار مانام الليل😂😂💚✌",1
"toxic",5239,"لازم تقوم اهل لشام وتسكر لساحات",1
"toxic",5240,"اللله معكم ونحن عم ندعي لكن استمروا لا تخافوا وضلوا ابد وحده يا عالم النصر النصر يااااا رب",1
"toxic",5241,"الله ينصركم",1
"toxic",5242,"اعذرو العلوين بسبب خطابات قادة الثورة العنصرية خوفوهم هذا اكبر غلط بفشل الثورة",1
"toxic",5243,"من حماة أم النواعيرررررر ...... تحياتي ل جميع محافظات سوريآ .... الله أكبر والعزة الله ✌️😎حماة ....تنتفض مظاهرة مليونية ...تستهدف عصابات لأسد في حماة أم النواعيررررررررر ✌️😎 أستهداف مليون جندي",1
"toxic",5244,"سوف اجعل قبر حافظ مرحاض لنا",1
"toxic",5245,"اضراب وانشقاق من اجل الحريه للمعتقلين",1
"toxic",5246,"خروج مدينة جرمانا بدمشق الله اكبر",1
"toxic",5247,"انشقاق ضباط بالحرس الجمهوري وأغلبهم علوية",1
"toxic",5248,"يارب",1
"toxic",5249,"حموية ههههه",1
"toxic",5250,"سلام عليكم",1
"toxic",5251,"بربكك",1
"toxic",5252,"ياجماعة في مظاهرات بدير الزور تنادي باسقاط النظام منها في منطقة العزبة",1
"toxic",5253,"بشار مش سائل عن حالو عم يقول وين اخبي المصاري😂ههههههه",1
"toxic",5254,"لازم تبلش اضرابات بجميع محافظات سورية",1
"toxic",5255,"المهم انو اليوم خيبة امل كبيرة عند اتباع بشار كانو مفكرين انو الثورة خلصت",1
"toxic",5256,"الثوره مستمره الحمد لله وراح يصقت الجحش أن شاء لله",1
"toxic",5257,"🥀🥀🥀",1
"toxic",5258,"كفو ولله",1
"toxic",5259,"والنعم منك قلبي ثورة حتى النصر 💚✌️🌷🥰😍",1
"toxic",5260,"حدا من حمص يحكي ويقول شو صير",1
"toxic",5261,"الله نصركم على بشار",1
"toxic",5262,"الله ينصر ✌️✌️✌️😌",1
"toxic",5263,"مها مها❤❤❤",1
"toxic",5264,"خروج مدينة جرمانا بدمشق",1
"toxic",5265,"تحيه من الجليل",1
"toxic",5266,"في مظاهرات بحماة؟",1
"toxic",5267,"يارب",1
"toxic",5268,"قولو الله يارجال",1
"toxic",5269,"الشعب يريد اعدام الاسد وحاشيته",1
"toxic",5270,"انا اشاهد البث من تركيا الله ينصركم",1
"toxic",5271,"بما انو خرجت الثورة من السويداء وليس درعا انا ايدها رغم اني لم اكن ايد ثورة المرتزقة القديمة",1
"toxic",5272,"الله سوريا .....",1
"toxic",5273,"قريباً البشارون إلى مزبلة التاريخ أخوكم أبو محمد الدليمي",1
"toxic",5274,"شو عم يصير بحمص",1
"toxic",5275,"يسقط بشار البهرزي الكيمياوي",1
"toxic",5276,"حيييهم",1
"toxic",5277,"قامت قامت قامت",1
"toxic",5278,"نصر ئريب",1
"toxic",5279,"طالعين مظهرات ب حمص",1
"toxic",5280,"طرطوس الآن: قوات حماية الثورة تتبنى قتل 11 عنصر من قوات الأمن",1
"toxic",5281,"يا رب 🤲 ثوره العيش الكريم الشعب السوري ينتفض من وجع والقله من يقف مع هذا نظام يكون بلا عقل",1
"toxic",5282,"خروج مدينة جرمانا بدمشق",1
"toxic",5283,"الله ينصرنا",1
"toxic",5284,"دخيل ربك من وين من ادلب",1
"toxic",5285,"الله ثم سوريا ثم حرية 💚✌️😎😌",1
"toxic",5286,"🖤💚🤍✌️✌️✌️✌️",1
"toxic",5287,".",1
"toxic",5288,"Anying emg kocak ini xp sama roamnya",1
"toxic",5289,":body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms:",1
"toxic",5290,"yang kutuk2 box ni bodoh macam walaun. elok je box ni main",1
"toxic",5291,"Tank ape sial baik aim main",1
"toxic",5292,"harusnya max jdi jungle",1
"toxic",5293,"pubg?",1
"toxic",5294,"Ni kalau secret menang nampak sangat lah aim tu yg beban",1
"toxic",5295,"maxx matt berat punggung",1
"toxic",5296,"CASTER KOCAK CAKAP APA TU RANDOM HABISS",1
"toxic",5297,"secret dota2 x boleh，ml sama x boleh，kelakar",1
"toxic",5298,"gg maxxxx",1
"toxic",5299,":face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:",1
"toxic",5300,"neo pasang badan la",1
"toxic",5301,"maxx carry",1
"toxic",5302,"Maxx dan Matt berat punggung gendong pemain malaydesh",1
"toxic",5303,"Alisha buta ke? ka bodo:face-green-smiling::face-green-smiling::face-green-smiling::face-green-smiling:",1
"toxic",5304,"gg mm secret",1
"toxic",5307,"sok tau banggang",1
"toxic",5308,"dia sambil cast dia analyst ko x faham ko iq cetek",1
"toxic",5309,"roamer kocak bukanya ngumpet di rumput",1
"toxic",5310,"Maxx dan Matt berat punggung gendong pemain malaydesh",1
"toxic",5311,"neo neo bukannya nak pasang badan malah sembunyi:face-blue-smiling::face-blue-smiling::face-blue-smiling:",1
"toxic",5312,"CASTER NGOMONG APAAN ANJIR",1
"toxic",5313,"xborg di malay lawak kali dari tadi mentingin kill",1
"toxic",5314,"Xbox dilepaskn why why",1
"toxic",5315,"nonton mpl malay bosen",1
"toxic",5316,"Buta Kah",1
"toxic",5317,"box no impact",1
"toxic",5318,"indoneshsial",1
"toxic",5319,"go srg !!",1
"toxic",5320,"KETARA CASTER TU SOKONG TS WKWKKW",1
"toxic",5321,"refrie minion semcm",1
"toxic",5322,"neo ga prnh ulti",1
"toxic",5323,"lucu",1
"toxic",5324,"Lol",1
"toxic",5325,"malay mainnya lawak 🤣🤣🤣",1
